"Height","Phos","Potas","Sulf","Planting","Type","Temp","Quality"
11.4,87,265,38,2022-03-26,"Cymbidium",17.1,5
18.7,82,307,35,2022-03-14,"Cambria",22.2,5
16.7,91,262,31,2022-03-22,"Cambria",21.1,7
19.2,81,251,37,2022-03-17,"Dendrobium",20.3,5
16.8,74,287,37,2022-04-03,"Miltoniopsis",18.1,6
15.2,71,274,36,2022-04-10,"Cymbidium",17.6,7
11.7,84,303,0,2022-03-08,"Cymbidium",18.3,3
22,91,0,38,2022-03-12,"Vanda",26.7,5
25.2,79,278,34,2022-03-26,"Dendrobium",20.4,10
20.4,80,239,33,2022-03-21,"Dendrobium",18.4,4
23.2,85,0,0,2022-04-13,"Dendrobium",18.7,5
19.8,70,323,35,2022-03-29,"Vanda",26.2,8
13.9,78,288,32,2022-03-17,"Phalaenopsis",24.9,8
6.7,75,275,37,2022-04-03,"Paphiopedalum",22,6
2.6,99,307,32,2022-03-19,"Odontoglossum",16.5,9
2.8,79,314,39,2022-03-09,"Odontoglossum",18,8
8.6,0,250,41,2022-03-08,"Cattleya",20.7,8
13.8,73,264,38,2022-03-12,"Cymbidium",18.5,4
7.9,72,0,35,2022-03-06,"Oncidium",22.4,6
24.2,0,254,36,2022-03-19,"Dendrobium",18.6,6
13.9,0,291,33,2022-03-28,"Phalaenopsis",23.8,7
13.1,83,282,37,2022-03-22,"Phalaenopsis",25.4,8
6.7,73,291,42,2022-03-16,"Oncidium",22.6,9
16.6,64,263,0,2022-03-31,"Cambria",20.4,7
7,0,264,36,2022-04-19,"Oncidium",19.6,3
17.6,73,282,34,2022-04-05,"Vanda",24.4,7
8.3,0,322,31,2022-03-22,"Paphiopedalum",21.4,7
18.2,63,281,36,2022-03-18,"Vanda",25.6,4
13.6,70,0,35,2022-04-16,"Cymbidium",17.7,4
24,80,268,36,2022-04-04,"Vanda",26.3,5
17.3,82,293,0,2022-04-03,"Miltoniopsis",18.8,4
2.9,62,328,36,2022-04-05,"Odontoglossum",18.4,8
14.2,74,278,35,2022-03-14,"Cymbidium",19.3,8
22.5,74,279,34,2022-03-14,"Cambria",22.5,5
14.8,88,266,34,2022-03-22,"Miltoniopsis",17.5,6
17,76,294,42,2022-03-15,"Cambria",22.4,8
17.5,84,288,36,2022-03-03,"Cymbidium",18.2,4
25.3,99,295,40,2022-03-12,"Vanda",26,6
18.4,65,277,34,2022-03-24,"Cambria",20.9,6
17.4,87,293,34,2022-04-05,"Phalaenopsis",23.7,7
16.3,85,309,39,2022-04-25,"Miltoniopsis",18.3,2
17.2,84,278,35,2022-03-29,"Phalaenopsis",27.2,10
2.8,0,273,35,2022-03-18,"Odontoglossum",16.4,5
13.3,81,0,38,2022-03-20,"Cymbidium",19.1,7
26.2,84,265,36,2022-03-21,"Dendrobium",19.3,7
14.9,76,288,40,2022-04-09,"Cambria",21.4,7
6.7,78,246,39,2022-03-28,"Paphiopedalum",20.9,5
7.8,0,0,35,2022-03-12,"Cattleya",21.4,5
3.5,71,266,34,2022-03-20,"Odontoglossum",20.5,7
3.4,101,293,35,2022-03-11,"Odontoglossum",20,5
3.4,76,258,41,2022-04-02,"Odontoglossum",18.2,6
3.3,73,283,33,2022-03-15,"Odontoglossum",17,5
17,85,330,37,2022-03-16,"Phalaenopsis",27.9,7
8.6,63,277,37,2022-03-25,"Cattleya",22.9,9
7.2,80,325,38,2022-03-13,"Paphiopedalum",21.4,6
32.5,85,251,35,2022-04-12,"Dendrobium",17.9,5
14.2,70,295,36,2022-04-05,"Cambria",20.1,7
7.2,69,276,38,2022-03-27,"Cattleya",20.6,9
8.4,91,279,32,2022-03-13,"Cattleya",21.5,9
3.5,65,300,39,2022-03-24,"Odontoglossum",17.4,6
16.4,99,275,38,2022-03-17,"Miltoniopsis",16.7,9
9,98,299,32,2022-04-14,"Oncidium",21.4,2
7.1,78,334,44,2022-03-10,"Paphiopedalum",22.6,8
13.6,77,235,35,2022-03-12,"Cambria",20.2,4
23.4,87,268,41,2022-03-16,"Vanda",27.2,5
8.6,86,243,42,2022-04-02,"Paphiopedalum",21,7
17.7,76,290,36,2022-03-08,"Cambria",22.3,5
19.5,82,288,34,2022-03-09,"Cambria",20.6,7
22.6,0,340,43,2022-03-12,"Vanda",24.1,4
7.4,79,273,36,2022-03-30,"Oncidium",22.1,5
6.9,0,270,39,2022-03-15,"Oncidium",20.7,6
18.1,87,277,34,2022-03-06,"Cambria",19.2,5
6.3,81,0,36,2022-03-18,"Oncidium",20,6
11.8,86,0,36,2022-03-30,"Cymbidium",17.7,7
23.6,82,258,41,2022-04-04,"Vanda",25.7,8
7.3,83,0,35,2022-03-22,"Oncidium",21.5,10
5.7,0,312,35,2022-03-23,"Paphiopedalum",19.6,6
16.3,82,272,40,2022-04-11,"Miltoniopsis",18.9,4
12.8,67,290,36,2022-04-23,"Cymbidium",19,6
17.1,63,281,33,2022-03-09,"Phalaenopsis",26.3,6
18.1,88,330,36,2022-03-21,"Cambria",21.6,9
2.8,76,267,41,2022-04-04,"Odontoglossum",16.2,7
20.4,71,0,38,2022-04-12,"Cambria",21.3,7
7,94,321,0,2022-04-18,"Oncidium",22.6,6
12.1,0,296,35,2022-03-24,"Miltoniopsis",20.3,4
7.1,71,256,34,2022-04-06,"Paphiopedalum",21.9,4
8.4,72,248,37,2022-04-07,"Oncidium",22.1,5
3.5,77,253,38,2022-04-14,"Odontoglossum",19.8,9
5.1,67,294,39,2022-03-11,"Paphiopedalum",21.2,6
17.9,65,271,37,2022-03-24,"Miltoniopsis",16.5,5
23.1,82,313,32,2022-03-24,"Cambria",22.4,5
18.1,73,302,32,2022-04-05,"Phalaenopsis",27.2,6
6.4,97,0,36,2022-03-31,"Paphiopedalum",21.2,4
11.7,83,293,0,2022-03-04,"Phalaenopsis",23.3,5
3.3,67,287,34,2022-03-14,"Odontoglossum",19.4,8
12.1,95,0,39,2022-04-05,"Cymbidium",17,5
8,79,343,37,2022-04-16,"Oncidium",19.4,7
24.5,75,287,33,2022-03-09,"Vanda",25.2,4
15.2,88,262,38,2022-03-19,"Phalaenopsis",24.4,9
3.3,77,265,34,2022-03-18,"Odontoglossum",17.2,5
20.6,86,241,36,2022-04-17,"Vanda",27.6,5
3.3,85,280,39,2022-03-07,"Odontoglossum",16.9,3
13.7,88,279,39,2022-03-10,"Phalaenopsis",25.2,7
8.6,94,256,34,2022-03-09,"Cattleya",22.3,6
6.7,94,245,40,2022-04-03,"Paphiopedalum",20.1,6
8.7,82,281,33,2022-03-16,"Oncidium",22.1,7
8.5,83,315,0,2022-03-21,"Cattleya",20.2,8
13.9,91,304,42,2022-04-16,"Miltoniopsis",17.1,5
24.1,79,296,40,2022-03-28,"Dendrobium",17,8
15.5,77,0,34,2022-03-29,"Phalaenopsis",27.3,7
6.4,84,0,34,2022-03-25,"Oncidium",19.8,9
25.2,69,311,41,2022-04-04,"Dendrobium",17.9,5
15.1,69,282,39,2022-03-18,"Cambria",21.6,4
7.8,83,0,37,2022-03-05,"Paphiopedalum",21.7,7
20.4,72,0,28,2022-03-18,"Vanda",26.5,8
7.8,0,279,37,2022-03-22,"Cattleya",20.9,8
16.2,90,256,38,2022-03-13,"Cambria",20.5,5
22.9,64,243,34,2022-03-01,"Dendrobium",20.7,5
14.6,87,249,35,2022-04-10,"Cymbidium",19.1,8
8.6,73,254,35,2022-03-26,"Cattleya",22.1,9
3,98,0,37,2022-03-13,"Odontoglossum",17.4,3
7.4,79,231,0,2022-03-19,"Paphiopedalum",21,10
13.1,87,274,38,2022-04-10,"Miltoniopsis",17.5,6
5.9,78,288,38,2022-03-08,"Paphiopedalum",21.9,7
3,90,272,37,2022-04-21,"Odontoglossum",17.7,7
7.5,85,296,36,2022-04-02,"Cattleya",21.7,6
17.2,75,272,34,2022-03-15,"Phalaenopsis",26.9,6
13.9,79,319,34,2022-03-15,"Phalaenopsis",24.5,8
8,84,294,0,2022-03-23,"Cattleya",20.4,7
14.6,82,310,33,2022-04-15,"Phalaenopsis",25.6,3
6.4,69,262,33,2022-03-19,"Oncidium",19.7,9
8.3,64,256,35,2022-03-05,"Cattleya",21.1,4
20.8,78,280,31,2022-03-15,"Vanda",27.6,6
18.7,82,266,39,2022-03-30,"Vanda",25.2,6
27,83,321,0,2022-03-29,"Dendrobium",20.2,9
29.7,80,315,37,2022-03-25,"Dendrobium",19.9,9
13.4,76,266,38,2022-03-13,"Cymbidium",16.5,4
21.8,92,293,38,2022-03-19,"Vanda",24.9,9
3.6,80,276,34,2022-03-19,"Odontoglossum",18,5
17.2,73,271,30,2022-03-26,"Cambria",19.5,10
7.8,71,286,39,2022-04-01,"Cattleya",22.2,5
19.8,0,263,36,2022-03-27,"Phalaenopsis",26.1,6
11.1,67,283,33,2022-03-11,"Phalaenopsis",23.6,4
8.3,69,321,37,2022-04-09,"Cattleya",20,5
19,67,313,40,2022-03-23,"Cambria",21.7,7
8.6,71,0,35,2022-03-13,"Cattleya",22.8,9
15.9,91,276,38,2022-03-18,"Cymbidium",16.8,4
21.5,74,251,38,2022-03-30,"Cambria",22,6
19,86,257,0,2022-04-22,"Cambria",20.6,6
17.9,62,288,35,2022-03-19,"Cambria",21,5
17.9,87,281,34,2022-03-11,"Vanda",25.5,6
3.8,70,294,35,2022-03-26,"Odontoglossum",19.3,4
8.8,77,299,37,2022-03-23,"Cattleya",21.5,6
15.1,72,255,0,2022-04-02,"Miltoniopsis",18.1,2
12.4,85,239,38,2022-04-01,"Phalaenopsis",26.4,7
3.3,83,0,0,2022-04-07,"Odontoglossum",19.8,7
3,76,265,36,2022-03-21,"Odontoglossum",18.7,6
4.6,78,263,41,2022-04-19,"Oncidium",21.6,2
22.2,68,301,35,2022-03-30,"Vanda",26,6
3.2,91,266,36,2022-04-14,"Odontoglossum",20.2,5
20.6,71,282,34,2022-04-04,"Miltoniopsis",20.2,3
5.9,86,273,39,2022-03-27,"Paphiopedalum",21.4,8
20.9,73,283,32,2022-04-11,"Vanda",28.2,8
13.6,76,278,33,2022-03-10,"Cymbidium",16.9,5
14.5,82,265,35,2022-03-22,"Cymbidium",18.5,6
16.9,0,309,37,2022-03-16,"Phalaenopsis",26.1,8
7.3,65,319,40,2022-04-05,"Cattleya",19.7,3
15.5,0,307,36,2022-03-17,"Miltoniopsis",19,7
30,82,240,34,2022-03-11,"Dendrobium",19.1,7
21.6,91,279,34,2022-03-15,"Vanda",27.8,6
6,71,276,37,2022-03-13,"Cattleya",20.6,9
7.3,89,283,0,2022-03-06,"Oncidium",22.4,8
7.2,80,342,40,2022-03-20,"Cattleya",20.3,7
3.2,60,272,0,2022-04-01,"Odontoglossum",18,5
14.6,72,305,35,2022-03-10,"Phalaenopsis",24.3,4
6.5,67,284,34,2022-04-01,"Oncidium",20.4,7
3.8,85,288,40,2022-03-10,"Odontoglossum",18.7,6
18.2,64,293,38,2022-03-20,"Cambria",20.4,5
3.1,100,313,33,2022-03-27,"Odontoglossum",17.9,7
18.6,81,0,36,2022-03-10,"Cymbidium",20.2,6
20.3,89,305,34,2022-03-07,"Vanda",24.7,6
14.7,65,315,34,2022-04-07,"Miltoniopsis",19.3,6
6.9,68,303,0,2022-03-09,"Oncidium",22.3,6
8.5,95,290,40,2022-04-21,"Paphiopedalum",21.7,2
7.1,82,262,35,2022-03-19,"Paphiopedalum",20.1,10
23.5,77,0,39,2022-03-20,"Dendrobium",19,6
18.8,80,275,38,2022-03-20,"Miltoniopsis",20.1,5
6.3,80,311,38,2022-04-01,"Cattleya",21.3,7
13.9,87,308,36,2022-04-05,"Phalaenopsis",25.1,7
3.1,62,271,36,2022-03-09,"Odontoglossum",19.1,3
6.9,68,0,35,2022-03-27,"Oncidium",21.8,9
7,79,299,39,2022-03-14,"Oncidium",21.3,9
3.2,85,0,36,2022-03-28,"Odontoglossum",18.8,7
3.2,84,251,39,2022-03-13,"Odontoglossum",18.9,8
17.1,79,272,34,2022-03-10,"Cambria",21.1,3
7.7,95,274,38,2022-03-26,"Cattleya",22.3,5
25.7,103,292,36,2022-04-03,"Dendrobium",19.1,7
6.8,84,240,38,2022-03-22,"Oncidium",20.5,7
9.7,89,284,39,2022-03-30,"Paphiopedalum",21.4,5
15.2,88,307,34,2022-03-03,"Cymbidium",18.7,1
12.2,65,276,33,2022-04-08,"Cymbidium",18.3,7
20.1,90,230,31,2022-03-22,"Phalaenopsis",26.5,7
10.9,85,275,39,2022-03-17,"Cattleya",21.1,7
26.6,71,279,35,2022-03-21,"Dendrobium",20.2,8
13.8,73,259,34,2022-04-01,"Miltoniopsis",17.7,5
19.7,85,319,41,2022-03-21,"Vanda",26.9,4
14.6,0,273,35,2022-03-19,"Miltoniopsis",16.6,7
22.9,78,279,0,2022-04-17,"Dendrobium",18.5,4
19.6,78,273,36,2022-04-17,"Vanda",25,6
18.9,76,316,37,2022-04-07,"Cambria",19.8,7
13.5,85,252,35,2022-04-06,"Miltoniopsis",17.9,3
6.7,79,266,37,2022-04-18,"Paphiopedalum",20.6,2
18.6,82,284,39,2022-04-13,"Vanda",28.6,5
12.5,0,266,35,2022-03-12,"Cymbidium",16.8,2
15.9,68,223,35,2022-03-30,"Phalaenopsis",26.5,9
21.4,59,324,39,2022-03-21,"Vanda",24.6,5
23.8,0,254,34,2022-04-05,"Dendrobium",20.8,9
13.9,95,247,36,2022-03-26,"Cymbidium",16.6,7
3.3,67,277,35,2022-03-30,"Odontoglossum",18.4,7
14.7,62,0,0,2022-04-04,"Miltoniopsis",17.6,7
12.4,79,308,35,2022-04-16,"Cymbidium",18.9,6
16.8,76,283,38,2022-03-30,"Cambria",20.2,7
7.1,81,0,37,2022-04-13,"Cattleya",21.3,4
8.3,72,263,36,2022-03-12,"Cattleya",20.1,8
13.1,85,0,0,2022-04-17,"Miltoniopsis",19.1,3
26.9,79,278,35,2022-04-23,"Dendrobium",18.2,4
6.2,83,258,30,2022-04-08,"Paphiopedalum",21.3,4
2.8,86,300,40,2022-03-20,"Odontoglossum",17.6,6
7,83,268,0,2022-04-09,"Oncidium",20.4,5
12.1,83,289,37,2022-04-23,"Phalaenopsis",26.6,8
6.2,80,266,40,2022-03-12,"Cattleya",20.9,7
13.6,86,264,35,2022-03-22,"Miltoniopsis",17.9,5
20.4,83,294,36,2022-04-07,"Vanda",24.5,6
8.2,76,298,36,2022-03-07,"Cattleya",20.8,9
8.7,73,259,40,2022-04-05,"Oncidium",21,6
13.6,0,265,0,2022-04-13,"Cymbidium",19.8,8
7.2,95,254,36,2022-03-12,"Oncidium",22,5
5.4,68,265,38,2022-04-14,"Oncidium",22.3,7
19.1,87,257,36,2022-03-03,"Cambria",19.6,4
21.2,91,278,31,2022-03-27,"Vanda",27.4,8
18.4,69,0,41,2022-03-08,"Dendrobium",19.3,4
25.6,0,249,0,2022-04-18,"Dendrobium",17.9,3
17.6,86,316,36,2022-03-13,"Vanda",24.6,9
2.4,64,239,0,2022-03-23,"Odontoglossum",16.5,8
3.7,0,301,36,2022-03-29,"Odontoglossum",19.5,9
2.8,84,281,42,2022-04-21,"Odontoglossum",17.3,6
6.2,86,307,37,2022-04-03,"Cattleya",20.9,9
14.1,82,316,35,2022-03-25,"Cymbidium",17.6,6
23.2,85,277,33,2022-03-24,"Dendrobium",19.2,5
15.6,65,0,30,2022-03-20,"Miltoniopsis",20.3,6
14.7,77,261,36,2022-03-22,"Phalaenopsis",24.8,9
7,84,280,34,2022-03-18,"Oncidium",19.1,10
6.9,57,267,35,2022-03-24,"Paphiopedalum",20.9,6
8.7,81,294,33,2022-04-23,"Oncidium",21.4,3
2.8,98,294,40,2022-03-15,"Odontoglossum",17.1,5
3.3,76,256,36,2022-04-16,"Odontoglossum",18.5,9
6.2,74,314,35,2022-03-22,"Paphiopedalum",20.2,9
3.3,62,287,34,2022-03-30,"Odontoglossum",19.1,7
22.9,107,303,39,2022-03-22,"Vanda",28.5,4
9.5,59,271,34,2022-03-18,"Cattleya",21.8,7
3.2,78,272,35,2022-04-08,"Odontoglossum",18.5,8
5.7,72,0,32,2022-03-05,"Paphiopedalum",19.4,9
7.2,0,315,35,2022-04-15,"Cattleya",20.2,5
3.4,91,256,35,2022-04-01,"Odontoglossum",19.4,7
19.6,86,295,40,2022-03-14,"Cambria",21.7,6
23.5,82,281,0,2022-03-20,"Dendrobium",18.2,4
24.5,79,0,39,2022-03-23,"Dendrobium",17.1,5
3.2,86,312,33,2022-03-09,"Odontoglossum",19.9,3
9.3,76,264,34,2022-03-09,"Miltoniopsis",19,6
25.7,94,297,35,2022-03-06,"Dendrobium",18.2,6
18.5,69,292,39,2022-04-14,"Vanda",27.2,6
5.8,86,286,37,2022-03-28,"Paphiopedalum",22.1,5
14.6,98,318,36,2022-03-20,"Miltoniopsis",20.2,6
13.7,76,318,40,2022-04-14,"Miltoniopsis",17.2,3
15.8,71,274,38,2022-03-22,"Miltoniopsis",18.6,7
6.9,71,242,38,2022-04-03,"Oncidium",20.1,6
14.5,71,0,34,2022-03-27,"Phalaenopsis",26.6,7
7.5,82,301,33,2022-03-26,"Oncidium",20,5
12,82,326,35,2022-04-01,"Miltoniopsis",20.3,3
3.7,89,243,33,2022-04-11,"Odontoglossum",20.2,5
14.9,77,310,35,2022-04-07,"Phalaenopsis",25.2,7
7.8,94,277,40,2022-03-05,"Paphiopedalum",21.8,7
8.9,0,302,38,2022-03-17,"Cattleya",22,7
12.3,65,303,37,2022-03-24,"Cymbidium",16.4,6
18.4,83,241,38,2022-03-22,"Cambria",20.9,9
22.3,72,330,35,2022-03-05,"Vanda",27.3,6
3.3,71,300,41,2022-03-16,"Odontoglossum",18.2,4
14.5,92,271,42,2022-04-03,"Miltoniopsis",18.3,5
23.2,80,300,0,2022-03-12,"Dendrobium",17.3,6
3.6,87,274,30,2022-03-22,"Odontoglossum",20.2,5
16.7,76,286,34,2022-03-30,"Phalaenopsis",24.9,7
25.4,61,369,38,2022-04-06,"Dendrobium",18.5,5
17.4,74,272,35,2022-04-02,"Miltoniopsis",19.5,4
13.5,96,293,38,2022-03-19,"Cymbidium",18.6,6
6.1,92,301,33,2022-03-31,"Cattleya",21.1,4
2.9,96,281,35,2022-03-26,"Odontoglossum",16.5,4
15.5,84,272,33,2022-04-01,"Cymbidium",17.1,6
17.5,76,257,0,2022-03-23,"Cambria",20.7,8
7.1,91,295,35,2022-03-15,"Paphiopedalum",19.8,8
8.7,98,250,37,2022-04-12,"Cattleya",20.8,5
18.9,81,318,0,2022-03-28,"Vanda",25.8,6
6.6,98,297,36,2022-03-04,"Cattleya",21,6
3.3,0,271,34,2022-03-11,"Odontoglossum",18.7,6
26.3,76,288,40,2022-03-14,"Dendrobium",19.4,6
14.4,83,257,33,2022-03-28,"Cymbidium",16.9,6
8.4,77,251,36,2022-04-16,"Oncidium",20,7
15.5,81,276,34,2022-04-26,"Phalaenopsis",25.6,3
21.8,68,303,0,2022-03-03,"Vanda",26.5,2
3.1,87,267,33,2022-03-25,"Odontoglossum",17.9,7
15.5,78,266,32,2022-03-21,"Phalaenopsis",24.7,8
20.4,82,268,35,2022-04-01,"Vanda",26.6,8
17.3,98,278,35,2022-03-10,"Cambria",20.7,6
7.3,78,297,38,2022-03-29,"Oncidium",21,8
16.5,81,322,33,2022-03-16,"Phalaenopsis",26.2,4
3.3,0,272,35,2022-03-29,"Odontoglossum",18,6
8.4,72,278,38,2022-04-13,"Cattleya",20.7,6
18.7,78,284,0,2022-03-06,"Cymbidium",19.7,5
15.5,0,0,35,2022-03-07,"Cymbidium",19.6,5
6.8,0,260,37,2022-03-27,"Cattleya",21.4,5
12.4,84,288,31,2022-03-23,"Miltoniopsis",16.7,7
17.2,84,244,40,2022-04-17,"Cymbidium",20.2,7
19.9,54,276,38,2022-04-14,"Vanda",26.5,5
13.2,100,300,41,2022-03-18,"Miltoniopsis",16.1,5
21.3,75,281,36,2022-03-08,"Dendrobium",18.9,5
19.6,70,281,37,2022-04-13,"Cambria",21.3,8
23.5,78,279,35,2022-03-08,"Dendrobium",18.6,5
24.9,78,285,35,2022-04-05,"Vanda",26.5,6
8.3,91,264,35,2022-03-25,"Paphiopedalum",20,5
6.2,88,0,34,2022-03-10,"Oncidium",20.3,7
16.7,72,0,37,2022-04-09,"Miltoniopsis",17.8,5
17.8,82,247,35,2022-03-05,"Phalaenopsis",25.6,7
25.9,0,310,37,2022-03-05,"Dendrobium",17.5,3
8.9,78,300,37,2022-03-07,"Cattleya",20.4,4
8.8,80,308,34,2022-04-20,"Cattleya",21.8,5
14.5,91,327,0,2022-03-13,"Miltoniopsis",17.3,6
2.6,0,254,34,2022-04-08,"Odontoglossum",17.2,7
7.6,92,292,34,2022-03-23,"Paphiopedalum",21.3,7
6.2,77,265,38,2022-03-16,"Oncidium",20.1,7
17,73,312,35,2022-04-08,"Cymbidium",19,8
3,81,284,33,2022-03-30,"Odontoglossum",17.7,10
12.8,91,304,36,2022-03-06,"Cymbidium",18.5,4
5.4,77,283,36,2022-04-17,"Oncidium",19.6,7
15.6,97,0,34,2022-03-11,"Cymbidium",19.6,6
7.8,63,284,36,2022-04-05,"Paphiopedalum",21.9,5
18.7,0,310,38,2022-03-29,"Cambria",20.6,7
16.2,58,280,39,2022-04-18,"Cambria",21,8
3,72,274,35,2022-03-25,"Odontoglossum",19.1,8
11.6,75,303,0,2022-03-17,"Cymbidium",16.7,2
6.6,71,289,39,2022-04-08,"Oncidium",21,7
13.5,76,286,36,2022-03-18,"Miltoniopsis",16.4,10
14.1,87,0,39,2022-03-10,"Cymbidium",18.4,6
25.9,75,299,36,2022-04-14,"Dendrobium",18.7,3
16.1,84,290,36,2022-04-08,"Cambria",20.7,7
27.7,74,274,35,2022-04-01,"Dendrobium",18.8,6
8.1,97,316,36,2022-03-31,"Cattleya",22,8
12.9,87,300,34,2022-03-22,"Miltoniopsis",19.1,8
2.4,89,262,38,2022-03-12,"Odontoglossum",16.8,5
15.8,67,297,34,2022-03-19,"Miltoniopsis",19.2,4
11.9,89,0,35,2022-03-29,"Cymbidium",18.8,7
8.7,94,279,36,2022-03-12,"Cattleya",21.2,8
14.3,68,284,33,2022-03-09,"Phalaenopsis",24.5,4
16.3,71,0,34,2022-03-28,"Miltoniopsis",20.1,4
6.9,75,265,37,2022-04-07,"Oncidium",20.9,5
25.8,0,249,34,2022-03-27,"Vanda",26.3,8
7,70,242,36,2022-03-25,"Oncidium",21,7
22.5,78,0,0,2022-03-31,"Dendrobium",17.6,7
18.4,78,286,0,2022-03-10,"Vanda",25.8,5
7.5,85,300,40,2022-03-21,"Cattleya",20,6
8,71,322,0,2022-03-28,"Oncidium",21.6,8
22,91,299,38,2022-03-14,"Vanda",26.2,6
5.9,86,273,29,2022-04-05,"Cattleya",20.9,5
2.6,71,267,34,2022-03-24,"Odontoglossum",19,7
16,102,0,0,2022-03-25,"Miltoniopsis",16.5,6
14.9,0,266,38,2022-03-20,"Cambria",21.7,4
14.2,86,281,37,2022-03-07,"Phalaenopsis",25.3,6
3.3,87,238,37,2022-04-05,"Odontoglossum",19.4,6
7,85,258,34,2022-04-05,"Oncidium",20.6,5
6.3,68,299,33,2022-03-16,"Oncidium",21.6,6
15.5,84,289,39,2022-04-22,"Cambria",20.2,4
11.5,80,0,38,2022-03-13,"Cymbidium",18.1,4
3.9,107,269,35,2022-04-08,"Odontoglossum",20.1,9
14.8,83,290,38,2022-04-04,"Miltoniopsis",17,5
14.1,82,319,34,2022-03-11,"Cymbidium",19.1,4
6.9,73,301,37,2022-03-24,"Paphiopedalum",22.2,4
14.2,88,295,38,2022-03-31,"Cymbidium",16.5,8
9.3,77,0,0,2022-04-06,"Cattleya",20.5,5
8.6,84,302,40,2022-03-07,"Cattleya",20.6,6
21.6,64,270,34,2022-03-29,"Vanda",27.4,5
7,62,318,36,2022-03-16,"Paphiopedalum",20,10
23.9,83,291,37,2022-04-05,"Vanda",24.9,7
20.6,89,280,44,2022-04-18,"Vanda",27.5,5
2.5,83,305,34,2022-04-01,"Odontoglossum",17.2,5
17.7,74,0,39,2022-04-08,"Cambria",21.5,6
25.9,97,0,38,2022-03-26,"Vanda",28.6,8
16.1,76,0,34,2022-03-27,"Miltoniopsis",19.1,6
19.8,67,298,33,2022-03-22,"Vanda",23.5,6
25.4,84,286,38,2022-03-26,"Vanda",25.4,7
14.2,84,284,35,2022-04-14,"Phalaenopsis",25.4,7
23.5,98,230,36,2022-03-03,"Vanda",26.1,4
22.8,77,266,40,2022-03-18,"Vanda",27.3,4
16,0,278,37,2022-03-28,"Phalaenopsis",27.6,10
8.6,88,0,0,2022-03-30,"Cattleya",21.8,6
19.4,69,273,40,2022-03-22,"Vanda",26.8,7
9.2,66,272,37,2022-03-30,"Paphiopedalum",22.6,5
16.1,0,284,34,2022-03-13,"Phalaenopsis",26.5,6
19.6,79,255,34,2022-03-14,"Vanda",24.7,8
8.2,74,286,36,2022-03-23,"Oncidium",22.8,6
3.4,67,263,39,2022-03-27,"Odontoglossum",18.2,9
9.3,98,227,39,2022-03-24,"Miltoniopsis",17.7,6
25.6,0,252,40,2022-04-07,"Dendrobium",18.4,8
9.8,80,288,33,2022-03-26,"Cattleya",22.1,6
17.3,77,256,35,2022-03-19,"Cambria",20.9,4
16.3,88,262,39,2022-03-30,"Phalaenopsis",27.2,6
16.5,81,252,37,2022-03-14,"Cambria",20.8,4
18.1,84,280,34,2022-04-03,"Phalaenopsis",27.7,8
3.3,64,293,35,2022-03-26,"Odontoglossum",19,6
14.8,72,0,36,2022-04-14,"Cymbidium",19.3,7
24.5,80,0,39,2022-04-05,"Vanda",27.8,7
4.8,73,286,0,2022-03-27,"Oncidium",20.5,8
8.9,81,258,38,2022-03-28,"Cymbidium",18.5,8
6,64,250,41,2022-03-17,"Cattleya",20.6,7
23.6,75,234,0,2022-04-20,"Dendrobium",18.7,8
14.3,67,247,39,2022-03-23,"Cymbidium",18,8
15.8,82,288,37,2022-04-07,"Vanda",24.8,9
12.4,0,0,33,2022-04-15,"Miltoniopsis",19.8,3
11.4,0,271,39,2022-03-15,"Miltoniopsis",20.6,8
3,81,318,39,2022-03-30,"Odontoglossum",19.4,7
7.8,66,257,0,2022-03-09,"Oncidium",20.6,9
5.8,0,300,37,2022-03-23,"Oncidium",19.7,7
15.6,97,257,37,2022-03-15,"Miltoniopsis",16.7,7
15.6,71,283,39,2022-03-15,"Phalaenopsis",26.3,7
16.6,89,326,0,2022-04-10,"Miltoniopsis",19.6,4
13.7,91,295,43,2022-03-23,"Cymbidium",18.5,5
19.3,70,244,41,2022-04-08,"Cambria",20.8,8
14.2,74,272,35,2022-03-26,"Phalaenopsis",26.9,8
7.5,76,326,35,2022-04-12,"Paphiopedalum",19.8,6
24.7,72,238,37,2022-04-04,"Dendrobium",18,8
2.6,0,0,35,2022-03-12,"Odontoglossum",18.3,5
15.3,0,256,39,2022-03-21,"Phalaenopsis",25.2,4
5.7,71,282,38,2022-03-19,"Paphiopedalum",21.8,5
15,86,245,37,2022-03-30,"Cambria",22.3,7
24,73,289,32,2022-03-25,"Vanda",27.6,5
28.3,93,290,31,2022-03-15,"Dendrobium",18.5,5
14.5,82,291,35,2022-03-08,"Miltoniopsis",18.4,9
19.9,80,313,34,2022-03-16,"Cambria",21.1,8
2.7,70,316,39,2022-03-26,"Odontoglossum",16.6,8
14.4,76,244,42,2022-03-19,"Miltoniopsis",19.1,6
15,69,302,37,2022-03-08,"Miltoniopsis",18.1,9
21.4,68,266,38,2022-03-29,"Vanda",26.3,8
17.2,82,261,37,2022-03-15,"Miltoniopsis",18.1,8
2.5,68,261,38,2022-03-30,"Odontoglossum",17.5,9
9.3,71,280,34,2022-04-17,"Cattleya",22.1,6
3.5,82,261,37,2022-03-13,"Odontoglossum",20.3,4
3.1,69,272,31,2022-03-18,"Odontoglossum",19.4,9
